timestamp_utc,score_set,instance_types,level,region,az_id,score
2026-09-01T20:58:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,9
2026-09-01T20:58:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-09-01T20:58:18Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,ap-south-1,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az1,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az1,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az1,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az2,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az6,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az1,1
2026-09-01T23:15:26Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,4
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,1
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,1
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,6
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az2,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az1,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az3,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-01T23:15:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az2,3
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,ap-south-1,,2
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az2,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az6,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az1,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az3,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az1,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az5,1
2026-09-02T04:21:13Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az3,1
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,1
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,1
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az2,3
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-west-2,usw2-az1,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az4,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az1,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az5,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-west-2,usw2-az3,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az2,9
2026-09-02T04:21:13Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,us-east-2,,3
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,ap-south-1,,2
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az5,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az1,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az3,3
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az2,1
2026-09-02T09:31:11Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,1
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,2
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,9
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,1
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,9
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az3,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az1,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-1,use1-az5,9
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az3,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-02T09:31:11Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az1,9
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,ap-south-1,,2
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az1,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az2,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az2,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az6,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az1,1
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az4,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-09-02T14:23:26Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,1
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,2
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az1,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az2,3
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az2,3
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-west-2,usw2-az3,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-east-2,use2-az2,9
2026-09-02T14:23:26Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,us-west-2,usw2-az1,9
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,ap-south-1,,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az2,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-southeast-2,apse2-az1,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az1,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az5,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,us-east-2,use2-az3,1
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-09-02T18:36:45Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,1
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,1
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,2
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az1,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az1,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-2,apse2-az3,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az2,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-02T18:36:45Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az3,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,us-west-2,,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az1,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,us-east-1,use1-az4,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,ap-southeast-2,apse2-az2,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az3,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az2,1
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az1,3
2026-09-02T21:46:03Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-south-1,,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-east-1,,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-2,,1
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-2,,9
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-2,,1
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-southeast-3,,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,ap-northeast-1,,9
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-east-1,,1
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,region,us-west-2,,1
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az3,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az1,9
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az1,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az3,9
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az1,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-south-1,aps1-az2,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-1,apne1-az4,9
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-02T21:46:03Z,g-xlarge-trio,g5.xlarge|g4dn.xlarge|g6.xlarge,az,ap-east-1,ape1-az3,3
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,us-west-2,,2
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,ap-northeast-2,,3
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,us-east-2,,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,ap-southeast-2,,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,ap-south-1,,3
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,ap-east-1,,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,ap-southeast-3,,3
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,us-east-1,,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,region,ap-northeast-1,,2
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-southeast-2,apse2-az1,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-south-1,aps1-az3,3
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-east-1,ape1-az2,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-southeast-2,apse2-az2,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,us-west-2,usw2-az2,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az4,3
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-northeast-1,apne1-az1,1
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-southeast-3,apse3-az3,3
2026-09-03T00:06:57Z,g5.xlarge,g5.xlarge,az,ap-northeast-2,apne2-az3,3
